,author,title,sentence,sentence_nr,words,kind
12530,"Piper, H. Beam",Murder in the Gunroom,You will not be obligated in any way by authorizing me to act as your agentIm getting my fee from Mrs Flemingbut I would be obligated to represent her only as far as her interests did not improperly conflict with those of the other heirs and thats what I want made clear,22354,Gladys Fleming,person
12531,"Piper, H. Beam",Murder in the Gunroom,You will not be obligated in any way by authorizing me to act as your agentIm getting my fee from Mrs Flemingbut I would be obligated to represent her only as far as her interests did not improperly conflict with those of the other heirs and thats what I want made clear,22354,Gladys Fleming,person
12532,"Piper, H. Beam",Murder in the Gunroom,Youre not a lawyer too Mr Rand he asked,22356,Jefferson Davis Rand,person
12533,"Piper, H. Beam",Murder in the Gunroom,Youre not a lawyer too Mr Rand he asked,22356,Jefferson Davis Rand,person
12534,"Piper, H. Beam",Murder in the Gunroom,Well I am a member of the Bar in the State of Mississippi though I never practiced Rand admitted,22357,Mississippi,location
12535,"Piper, H. Beam",Murder in the Gunroom,Well I am a member of the Bar in the State of Mississippi though I never practiced Rand admitted,22357,Jefferson Davis Rand,person
12537,"Piper, H. Beam",Murder in the Gunroom,And by the way he continued did I understand you to say that you had heard some of these silly rumors to the effect that Lane Fleming had committed suicide  Oh thats whats always heard under the circumstances Rand shrugged,22362,Lane Fleming,person
12538,"Piper, H. Beam",Murder in the Gunroom,And by the way he continued did I understand you to say that you had heard some of these silly rumors to the effect that Lane Fleming had committed suicide  Oh thats whats always heard under the circumstances Rand shrugged,22362,Lane Fleming,person
12539,"Piper, H. Beam",Murder in the Gunroom,And by the way he continued did I understand you to say that you had heard some of these silly rumors to the effect that Lane Fleming had committed suicide  Oh thats whats always heard under the circumstances Rand shrugged,22362,Jefferson Davis Rand,person
12540,"Piper, H. Beam",Murder in the Gunroom,Rand there is not one scintilla of truth in any of these scurrilous stories Goode declared pumping up a fine show of indignation,22364,Jefferson Davis Rand,person
12541,"Piper, H. Beam",Murder in the Gunroom,The Premix Company is in the best possible financial condition a glance at its books or at its last financial statement would show that,22365,Premix,location
12542,"Piper, H. Beam",Murder in the Gunroom,Just because there was some talk of retrenchment shortly before Mr Flemings death   Oh no responsible person pays any attention to that sort of talk Rand comforted him,22367,Lane Fleming,person
12543,"Piper, H. Beam",Murder in the Gunroom,Just because there was some talk of retrenchment shortly before Mr Flemings death   Oh no responsible person pays any attention to that sort of talk Rand comforted him,22367,Lane Fleming,person
12544,"Piper, H. Beam",Murder in the Gunroom,Just because there was some talk of retrenchment shortly before Mr Flemings death   Oh no responsible person pays any attention to that sort of talk Rand comforted him,22367,Jefferson Davis Rand,person
12545,"Piper, H. Beam",Murder in the Gunroom,Well of course nobody wants the responsibility of starting a panic even a minor one but people are talking and its hurting Premix on the market Goode gloomed,22370,Premix,location
12546,"Piper, H. Beam",Murder in the Gunroom,And now people will hear of Mrs Flemings having retained you and will assume just as I did at first that you are making some kind of an investigation,22371,Gladys Fleming,person
12547,"Piper, H. Beam",Murder in the Gunroom,And now people will hear of Mrs Flemings having retained you and will assume just as I did at first that you are making some kind of an investigation,22371,Gladys Fleming,person
12550,"Piper, H. Beam",Murder in the Gunroom,And now Ill get a letter of authorization made out for you Mr Rand      CHAPTER 4   Stephen Gresham was in his early sixties but he could have still worn his World War I uniform without anything giving at the seams and buckled the old Sam Browne at the same hole,22374,Stephen Gresham,person
12551,"Piper, H. Beam",Murder in the Gunroom,And now Ill get a letter of authorization made out for you Mr Rand      CHAPTER 4   Stephen Gresham was in his early sixties but he could have still worn his World War I uniform without anything giving at the seams and buckled the old Sam Browne at the same hole,22374,Jefferson Davis Rand,person
12552,"Piper, H. Beam",Murder in the Gunroom,And now Ill get a letter of authorization made out for you Mr Rand      CHAPTER 4   Stephen Gresham was in his early sixties but he could have still worn his World War I uniform without anything giving at the seams and buckled the old Sam Browne at the same hole,22374,Sam Browne,person
12553,"Piper, H. Beam",Murder in the Gunroom,And now Ill get a letter of authorization made out for you Mr Rand      CHAPTER 4   Stephen Gresham was in his early sixties but he could have still worn his World War I uniform without anything giving at the seams and buckled the old Sam Browne at the same hole,22374,Stephen,person
12554,"Piper, H. Beam",Murder in the Gunroom,And now Ill get a letter of authorization made out for you Mr Rand      CHAPTER 4   Stephen Gresham was in his early sixties but he could have still worn his World War I uniform without anything giving at the seams and buckled the old Sam Browne at the same hole,22374,Jefferson Davis Rand,person
12555,"Piper, H. Beam",Murder in the Gunroom,And now Ill get a letter of authorization made out for you Mr Rand      CHAPTER 4   Stephen Gresham was in his early sixties but he could have still worn his World War I uniform without anything giving at the seams and buckled the old Sam Browne at the same hole,22374,Gresham,person
12556,"Piper, H. Beam",Murder in the Gunroom,As Rand entered he rose from behind his desk and advanced smiling cordially,22375,Jefferson Davis Rand,person
12557,"Piper, H. Beam",Murder in the Gunroom,As Rand entered he rose from behind his desk and advanced smiling cordially,22375,Jefferson Davis Rand,person
12558,"Piper, H. Beam",Murder in the Gunroom,Why hello Jeff he greeted the detective grasping his hand heartily,22376,Jeff,person
12559,"Piper, H. Beam",Murder in the Gunroom,What have you been doing and why dont you come out to Rosemont to see us Dot and Irene were wondering what had become of you  Im afraid Ive been neglecting too many of my old friends lately Rand admitted sitting down and getting his pipe out,22378,Jefferson Davis Rand,person
12560,"Piper, H. Beam",Murder in the Gunroom,What have you been doing and why dont you come out to Rosemont to see us Dot and Irene were wondering what had become of you  Im afraid Ive been neglecting too many of my old friends lately Rand admitted sitting down and getting his pipe out,22378,Rosemont,location
12561,"Piper, H. Beam",Murder in the Gunroom,I understand that you and some others are forming a pool to buy the Lane Fleming collection,22382,Lane Fleming,person
12562,"Piper, H. Beam",Murder in the Gunroom,I understand that you and some others are forming a pool to buy the Lane Fleming collection,22382,Lane Fleming,person
12563,"Piper, H. Beam",Murder in the Gunroom,Yes Gresham became enthusiastic,22383,Gresham,person
12564,"Piper, H. Beam",Murder in the Gunroom,Im afraid you will at that Stephen Rand told him,22387,Stephen,person
12565,"Piper, H. Beam",Murder in the Gunroom,Im afraid you will at that Stephen Rand told him,22387,Jefferson Davis Rand,person
12567,"Piper, H. Beam",Murder in the Gunroom,Rand got his pipe lit and drawing properly,22390,Jefferson Davis Rand,person
12568,"Piper, H. Beam",Murder in the Gunroom,Humphrey Goode isnt competent to handle that,22394,Humphrey Goode,person
12569,"Piper, H. Beam",Murder in the Gunroom,Rand shook his head,22396,Jefferson Davis Rand,person
12571,"Piper, H. Beam",Murder in the Gunroom,Remember the big sales in the twenties Why here Im going to be in Rosemont staying at the Fleming place working on the collection for the next week or so,22398,Rosemont,location
12572,"Piper, H. Beam",Murder in the Gunroom,Well we all know pretty much whats in the collection Gresham said,22400,Gresham,person
12573,"Piper, H. Beam",Murder in the Gunroom,Rand thought for a moment,22405,Jefferson Davis Rand,person
12574,"Piper, H. Beam",Murder in the Gunroom,Why Jeff I appreciate that Gresham said,22409,Jeff,person
12575,"Piper, H. Beam",Murder in the Gunroom,Why Jeff I appreciate that Gresham said,22409,Gresham,person
12576,"Piper, H. Beam",Murder in the Gunroom,I can imagine Arnold Rivers for instance taking a very righteous view of such an arrangement,22411,Arnold Rivers,person
12577,"Piper, H. Beam",Murder in the Gunroom,I can imagine Arnold Rivers for instance taking a very righteous view of such an arrangement,22411,Arnold Rivers,person
12578,"Piper, H. Beam",Murder in the Gunroom,Of course if hed call me a crook Id take that as a compliment Rand said,22413,Jefferson Davis Rand,person
12581,"Piper, H. Beam",Murder in the Gunroom,I want to be in a position to assure the Fleming family and Humphrey Goode that youre all serious and responsible,22415,Humphrey Goode,person
12582,"Piper, H. Beam",Murder in the Gunroom,Well were very serious about it Gresham replied and I think were all responsible,22416,Gresham,person
12583,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Lawrence Cavendish,person
12584,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Adam Trehearne,person
12585,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Philip Cabot,person
12586,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Adam Trehearne,person
12587,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Colin MacBride,person
12588,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Pierre Jarrett,person
12589,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Karen Lawrence,person
12590,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Pierre,person
12591,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Karen,person
12592,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Colin,person
12593,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Philip,person
12594,"Piper, H. Beam",Murder in the Gunroom,Besides myself there is Philip Cabot of Cabot Joyner  Teale whom you know and Adam Trehearne whos worth about a halfmillion in industrial shares and Colin MacBride whos vice president in charge of construction and maintenance for EdisonPublic Power  Light at about twenty thousand a year and Pierre Jarrett and his fiancee Karen Lawrence,22418,Jarrett,person
12595,"Piper, H. Beam",Murder in the Gunroom,Pierre was a Marine captain invalided home after being wounded on Peleliu he writes sciencefiction for the pulps,22419,Pierre,person
12596,"Piper, H. Beam",Murder in the Gunroom,Karen has a little generalantique business in Rosemont,22420,Karen,person
12597,"Piper, H. Beam",Murder in the Gunroom,Karen has a little generalantique business in Rosemont,22420,Rosemont,location
12599,"Piper, H. Beam",Murder in the Gunroom,They intend using their share of the collection plus such culls and duplicates as the rest of us can consign to them to go into the arms business with a generalantique sideline which Karen can manage while Pierres writing Tell you what Ill call a meeting at my place tomorrow evening say at eight thirty,22421,Pierre,person
12600,"Piper, H. Beam",Murder in the Gunroom,They intend using their share of the collection plus such culls and duplicates as the rest of us can consign to them to go into the arms business with a generalantique sideline which Karen can manage while Pierres writing Tell you what Ill call a meeting at my place tomorrow evening say at eight thirty,22421,Karen,person
12601,"Piper, H. Beam",Murder in the Gunroom,That suit you  That Rand agreed would be all right,22422,Jefferson Davis Rand,person
12602,"Piper, H. Beam",Murder in the Gunroom,That suit you  That Rand agreed would be all right,22422,Jefferson Davis Rand,person
12604,"Piper, H. Beam",Murder in the Gunroom,Gresham asked him how recently he had seen the Fleming collection,22423,Gresham,person
12605,"Piper, H. Beam",Murder in the Gunroom,About two years ago right after I got back from Germany,22424,Germany,location
12606,"Piper, H. Beam",Murder in the Gunroom,We didnt have time to see everything Gresham said,22427,Gresham,person
12607,"Piper, H. Beam",Murder in the Gunroom,My God Jeff Twentyfive wheel locks,22428,Jeff,person
12608,"Piper, H. Beam",Murder in the Gunroom,My God Jeff Twentyfive wheel locks,22428,Jeff Twentyfive,person
12609,"Piper, H. Beam",Murder in the Gunroom,And every imaginable kind of flintlockover a hundred US Martials including the 1818 Springfield all the S North types a couple of Virginia Manufactory models andhe got this since the last time you saw the collectiona real Rappahannock Forge flintlock,22430,Springfield,location
12610,"Piper, H. Beam",Murder in the Gunroom,And every imaginable kind of flintlockover a hundred US Martials including the 1818 Springfield all the S North types a couple of Virginia Manufactory models andhe got this since the last time you saw the collectiona real Rappahannock Forge flintlock,22430,Virginia,location
12611,"Piper, H. Beam",Murder in the Gunroom,And every imaginable kind of flintlockover a hundred US Martials including the 1818 Springfield all the S North types a couple of Virginia Manufactory models andhe got this since the last time you saw the collectiona real Rappahannock Forge flintlock,22430,US Martials,person
12614,"Piper, H. Beam",Murder in the Gunroom,He got that one in 1924 at the Fred Hines sale at the old Walpole Galleries,22433,Fred Dunmore,person
12615,"Piper, H. Beam",Murder in the Gunroom,He got that one in 1924 at the Fred Hines sale at the old Walpole Galleries,22433,Fred Hines,person
12616,"Piper, H. Beam",Murder in the Gunroom,And seven Paterson Colts including a couple of cased sets,22434,Paterson Colts,person
12617,"Piper, H. Beam",Murder in the Gunroom,By the way Humphrey Goode showed me a pair of big ballbutt wheel locks all covered with ivory inlay Rand mentioned,22437,Jefferson Davis Rand,person
12618,"Piper, H. Beam",Murder in the Gunroom,By the way Humphrey Goode showed me a pair of big ballbutt wheel locks all covered with ivory inlay Rand mentioned,22437,Humphrey Goode,person
12619,"Piper, H. Beam",Murder in the Gunroom,Gresham laughed heartily,22438,Gresham,person
12620,"Piper, H. Beam",Murder in the Gunroom,Made in Germany about 1870 or 80 about the time armscollecting was just getting out of the familyheirloom stage wouldnt you say  Id say made in Japan about 1920 Rand replied,22440,Germany,location
12621,"Piper, H. Beam",Murder in the Gunroom,Made in Germany about 1870 or 80 about the time armscollecting was just getting out of the familyheirloom stage wouldnt you say  Id say made in Japan about 1920 Rand replied,22440,Japan,location
12622,"Piper, H. Beam",Murder in the Gunroom,Made in Germany about 1870 or 80 about the time armscollecting was just getting out of the familyheirloom stage wouldnt you say  Id say made in Japan about 1920 Rand replied,22440,Jefferson Davis Rand,person
12623,"Piper, H. Beam",Murder in the Gunroom,He stopped laughing and looked at Gresham seriously,22443,Gresham,person
12624,"Piper, H. Beam",Murder in the Gunroom,Gresham shook his head,22445,Gresham,person
12625,"Piper, H. Beam",Murder in the Gunroom,They were Lane Flemings one false step,22447,Lane Fleming,person
12626,"Piper, H. Beam",Murder in the Gunroom,They were Lane Flemings one false step,22447,Lane Fleming,person
12627,"Piper, H. Beam",Murder in the Gunroom,You know Flemings death was an undeserved stroke of luck for Arnold Rivers,22449,Arnold Rivers,person
12628,"Piper, H. Beam",Murder in the Gunroom,You know Flemings death was an undeserved stroke of luck for Arnold Rivers,22449,Arnold Rivers,person
12629,"Piper, H. Beam",Murder in the Gunroom,You know Flemings death was an undeserved stroke of luck for Arnold Rivers,22449,Lane Fleming,person
12630,"Piper, H. Beam",Murder in the Gunroom,I notice that Rivers isnt advertising in the  American Rifleman  any more Rand observed,22451,America,location
12631,"Piper, H. Beam",Murder in the Gunroom,I notice that Rivers isnt advertising in the  American Rifleman  any more Rand observed,22451,Jefferson Davis Rand,person
12632,"Piper, H. Beam",Murder in the Gunroom,No the National Rifle Association stopped his ad and lifted his membership card for good measure Gresham said,22452,Gresham,person
12633,"Piper, H. Beam",Murder in the Gunroom,Rivers sold a rifle to a collector down in Virginia about three years ago while you were still occupying Germany,22453,Germany,location
12634,"Piper, H. Beam",Murder in the Gunroom,Rivers sold a rifle to a collector down in Virginia about three years ago while you were still occupying Germany,22453,Virginia,location
12636,"Piper, H. Beam",Murder in the Gunroom,Boone and Davy Crockett to prove it,22459,Crockett,person
12637,"Piper, H. Beam",Murder in the Gunroom,No he claimed to have gotten it in trade from some wayfaring collector Gresham replied,22460,Gresham,person
12643,"Piper, H. Beam",Murder in the Gunroom,Rand asked,22463,Jefferson Davis Rand,person
12644,"Piper, H. Beam",Murder in the Gunroom,You know Umholtz is a really fine gunsmith I had him build a deerrifle for Dot a couple of years agoMexicanMauser action Johnson barrel chambered for 300,22467,Johnson,person
12645,"Piper, H. Beam",Murder in the Gunroom,You know Umholtz is a really fine gunsmith I had him build a deerrifle for Dot a couple of years agoMexicanMauser action Johnson barrel chambered for 300,22467,Johnson,person
12647,"Piper, H. Beam",Murder in the Gunroom,sixshooters of the sort Colt was supposed to have turned out at Paterson in 1839 for Colonel Walkers Texas Rangersyou know the model he couldnt find any of in 1847 when he made the real Walker Colt,22471,Texas,location
12649,"Piper, H. Beam",Murder in the Gunroom,Why that storys been absolutely disproved Rand said,22473,Jefferson Davis Rand,person
12650,"Piper, H. Beam",Murder in the Gunroom,Not till Umholtz made one Gresham replied,22475,Gresham,person
12651,"Piper, H. Beam",Murder in the Gunroom,His story was that he picked it up in Mexico in 1938 traded a 38special to some halfbreed goatherder for it,22477,Mexico,location
12652,"Piper, H. Beam",Murder in the Gunroom,Rand asked,22483,Jefferson Davis Rand,person
12653,"Piper, H. Beam",Murder in the Gunroom,Thats all Fleming was expecting to do about those wheel locks,22485,Lane Fleming,person
12654,"Piper, H. Beam",Murder in the Gunroom,Im not Fleming,22486,Lane Fleming,person
12655,"Piper, H. Beam",Murder in the Gunroom,I want my money and if I dont get it in cash Im going to beat it out of that dirty little swindlers hide Gresham replied an ugly look appearing on his face,22488,Gresham,person
12656,"Piper, H. Beam",Murder in the Gunroom,You could find plenty of other collectors whod hold your coat while you were doing it Rand told him,22490,Jefferson Davis Rand,person
12657,"Piper, H. Beam",Murder in the Gunroom,Then he inquired idly What sort of a pistol was it that Lane Fleming is supposed to have shot himself with  Gresham frowned,22491,Lane Fleming,person
12658,"Piper, H. Beam",Murder in the Gunroom,Then he inquired idly What sort of a pistol was it that Lane Fleming is supposed to have shot himself with  Gresham frowned,22491,Lane Fleming,person
12659,"Piper, H. Beam",Murder in the Gunroom,Then he inquired idly What sort of a pistol was it that Lane Fleming is supposed to have shot himself with  Gresham frowned,22491,Gresham,person
12660,"Piper, H. Beam",Murder in the Gunroom,Its supposed to have been a Confederate Leech  Rigdon 36,22493,Confederate,person
12661,"Piper, H. Beam",Murder in the Gunroom,you know one of those imitation Colt Navy Models that were made in the South during the Civil War  Rand nodded,22494,Jefferson Davis Rand,person
12662,"Piper, H. Beam",Murder in the Gunroom,The story is that Fleming found it hanging back of the counter at some roadside lunchstand along with a lot of other old pistols and talked the proprietor into letting it go for a few dollars Gresham continued,22496,Lane Fleming,person
12663,"Piper, H. Beam",Murder in the Gunroom,The story is that Fleming found it hanging back of the counter at some roadside lunchstand along with a lot of other old pistols and talked the proprietor into letting it go for a few dollars Gresham continued,22496,Gresham,person
12664,"Piper, H. Beam",Murder in the Gunroom,have been loaded at the time and went off while Fleming was working on it at home,22498,Lane Fleming,person
12665,"Piper, H. Beam",Murder in the Gunroom,I cant believe that Jeff,22500,Jeff,person
12666,"Piper, H. Beam",Murder in the Gunroom,Lane Fleming would know a loaded revolver when he saw one,22501,Lane Fleming,person
12667,"Piper, H. Beam",Murder in the Gunroom,Lane Fleming would know a loaded revolver when he saw one,22501,Lane Fleming,person
12668,"Piper, H. Beam",Murder in the Gunroom,And our coroner out in Scott County is eminently fixable if you go about it right a pitiful little nonentity with a tremendous inferiority complex,22504,Scott,person
12669,"Piper, H. Beam",Murder in the Gunroom,And our coroner out in Scott County is eminently fixable if you go about it right a pitiful little nonentity with a tremendous inferiority complex,22504,Scott County,location
12670,"Piper, H. Beam",Murder in the Gunroom,But good Lord why Rand demanded,22505,Jefferson Davis Rand,person
12671,"Piper, H. Beam",Murder in the Gunroom,I never heard of Fleming having any troubles worth killing himself over,22506,Lane Fleming,person
12672,"Piper, H. Beam",Murder in the Gunroom,Gresham lowered his voice,22507,Gresham,person
12673,"Piper, H. Beam",Murder in the Gunroom,Jeff Im not supposed to talk about this but the fact is that I believe Fleming was about to lose control of the Premix Company he said,22508,Jeff,person
12674,"Piper, H. Beam",Murder in the Gunroom,Jeff Im not supposed to talk about this but the fact is that I believe Fleming was about to lose control of the Premix Company he said,22508,Premix,location
12675,"Piper, H. Beam",Murder in the Gunroom,Jeff Im not supposed to talk about this but the fact is that I believe Fleming was about to lose control of the Premix Company he said,22508,Lane Fleming,person
12677,"Piper, H. Beam",Murder in the Gunroom,Lane Flemings death is on record as accidental Jeff,22512,Lane Fleming,person
12678,"Piper, H. Beam",Murder in the Gunroom,Lane Flemings death is on record as accidental Jeff,22512,Jeff,person
12679,"Piper, H. Beam",Murder in the Gunroom,Lane Flemings death is on record as accidental Jeff,22512,Lane Fleming,person
12680,"Piper, H. Beam",Murder in the Gunroom,CHAPTER 5   Rand drove slowly through Rosemont the next day refreshing his memory of the place,22515,Jefferson Davis Rand,person
12681,"Piper, H. Beam",Murder in the Gunroom,CHAPTER 5   Rand drove slowly through Rosemont the next day refreshing his memory of the place,22515,Rosemont,location
12682,"Piper, H. Beam",Murder in the Gunroom,It was one of the many commuters villages strung out for fifty miles along the railroad lines radiating from New Belfast and depended for its support upon a population scattered over a fivemile radius at estates and country homes,22516,Belfast,location
12683,"Piper, H. Beam",Murder in the Gunroom,It was one of the many commuters villages strung out for fifty miles along the railroad lines radiating from New Belfast and depended for its support upon a population scattered over a fivemile radius at estates and country homes,22516,New Belfast,location
12685,"Piper, H. Beam",Murder in the Gunroom,Over the door of one of the smaller stores Rand saw a blacklettered white sign  Antiques,22520,Jefferson Davis Rand,person
12686,"Piper, H. Beam",Murder in the Gunroom,There was a smokegray Plymouth coupe parked in front of it,22521,Plymouth,location
12688,"Piper, H. Beam",Murder in the Gunroom,For a moment Rand stood with his back to the car looking at the gallowslike sign that proclaimed this to be the businessplace of Arnold Rivers Fine Antique and Modern Firearms for the Discriminating Collector,22527,Arnold Rivers,person
12689,"Piper, H. Beam",Murder in the Gunroom,For a moment Rand stood with his back to the car looking at the gallowslike sign that proclaimed this to be the businessplace of Arnold Rivers Fine Antique and Modern Firearms for the Discriminating Collector,22527,Arnold Rivers,person
12690,"Piper, H. Beam",Murder in the Gunroom,For a moment Rand stood with his back to the car looking at the gallowslike sign that proclaimed this to be the businessplace of Arnold Rivers Fine Antique and Modern Firearms for the Discriminating Collector,22527,Jefferson Davis Rand,person
12691,"Piper, H. Beam",Murder in the Gunroom,A Fibber McGee doorchime clanged as Rand entered,22531,McG,person
12692,"Piper, H. Beam",Murder in the Gunroom,A Fibber McGee doorchime clanged as Rand entered,22531,Jefferson Davis Rand,person
12693,"Piper, H. Beam",Murder in the Gunroom,A Fibber McGee doorchime clanged as Rand entered,22531,Jefferson Davis Rand,person
12694,"Piper, H. Beam",Murder in the Gunroom,In the middle of the room glaring at the front door was a brass fourpounder on a ships carriage a Philippine  latanka  muzzle tilted upward stood beside it,22536,Philip,person
12695,"Piper, H. Beam",Murder in the Gunroom,Where the ell joined the house under the shed roof there was a fireplace and a short flight of steps to a landing and a door out of the dwelling and some furniturea davenport three or four deep chairs facing the fire a low cocktailtable a cellarette and in the far corner a big desk,22537,Dave,person
12696,"Piper, H. Beam",Murder in the Gunroom,As Rand went toward the rear a young man rose from one of the chairs laid aside a magazine and advanced to meet him,22538,Jefferson Davis Rand,person
12697,"Piper, H. Beam",Murder in the Gunroom,As Rand went toward the rear a young man rose from one of the chairs laid aside a magazine and advanced to meet him,22538,Jefferson Davis Rand,person
12698,"Piper, H. Beam",Murder in the Gunroom,Mostly look about Rand said,22543,Jefferson Davis Rand,person
12699,"Piper, H. Beam",Murder in the Gunroom,Is Mr Rivers in  Mr,22544,Mr Rivers,person
12700,"Piper, H. Beam",Murder in the Gunroom,Not for some time Rand said,22547,Jefferson Davis Rand,person
12701,"Piper, H. Beam",Murder in the Gunroom,When I was here last there was a young fellow named Jordan or Gordon or something like that,22548,Gordon,person
12702,"Piper, H. Beam",Murder in the Gunroom,When I was here last there was a young fellow named Jordan or Gordon or something like that,22548,Jordan,person
12703,"Piper, H. Beam",Murder in the Gunroom,The present functionary introduced himself as Cecil Gillis,22551,Cecil Gillis,person
12704,"Piper, H. Beam",Murder in the Gunroom,Rand gave his name and shook hands with him,22552,Jefferson Davis Rand,person
12705,"Piper, H. Beam",Murder in the Gunroom,Young Gillis wanted to know if Rand was a collector,22553,Jefferson Davis Rand,person
12706,"Piper, H. Beam",Murder in the Gunroom,Young Gillis wanted to know if Rand was a collector,22553,Cecil Gillis,person
12707,"Piper, H. Beam",Murder in the Gunroom,Young Gillis wanted to know if Rand was a collector,22553,Jefferson Davis Rand,person
12708,"Piper, H. Beam",Murder in the Gunroom,Generalpistol collector Rand told him,22555,Jefferson Davis Rand,person
12710,"Piper, H. Beam",Murder in the Gunroom,No spurious Whitneyville Walkers after all a dealer can sell just so many of such topdrawer rarities before the finger of suspicion begins leveling itself in his direction and Arnold Rivers had long ago passed that point,22558,Arnold Rivers,person
12711,"Piper, H. Beam",Murder in the Gunroom,No spurious Whitneyville Walkers after all a dealer can sell just so many of such topdrawer rarities before the finger of suspicion begins leveling itself in his direction and Arnold Rivers had long ago passed that point,22558,Arnold Rivers,person
12713,"Piper, H. Beam",Murder in the Gunroom,Rand saw something that interested him and picked it up,22563,Jefferson Davis Rand,person
12714,"Piper, H. Beam",Murder in the Gunroom,Its a Confederate copy a Leech  Rigdon,22565,Confederate,person
12715,"Piper, H. Beam",Murder in the Gunroom,The Griswold  Grier thats the one with the brass frame Cecil Gillis said,22568,Cecil Gillis,person
12716,"Piper, H. Beam",Murder in the Gunroom,Surprising how many collectors think all Confederate revolvers had brass frames because of the Griswold  Grier and the Spiller  Burr Thats an unusually fine specimen Mr Rand,22569,Jefferson Davis Rand,person
12717,"Piper, H. Beam",Murder in the Gunroom,Surprising how many collectors think all Confederate revolvers had brass frames because of the Griswold  Grier and the Spiller  Burr Thats an unusually fine specimen Mr Rand,22569,Confederate,person
12718,"Piper, H. Beam",Murder in the Gunroom,Surprising how many collectors think all Confederate revolvers had brass frames because of the Griswold  Grier and the Spiller  Burr Thats an unusually fine specimen Mr Rand,22569,Jefferson Davis Rand,person
12719,"Piper, H. Beam",Murder in the Gunroom,Mr Rivers got it sometime in late December or early January from a gentleman in Charleston I understand,22570,Charles,person
12720,"Piper, H. Beam",Murder in the Gunroom,Mr Rivers got it sometime in late December or early January from a gentleman in Charleston I understand,22570,Charleston,location
12721,"Piper, H. Beam",Murder in the Gunroom,Mr Rivers got it sometime in late December or early January from a gentleman in Charleston I understand,22570,Mr Rivers,person
